title	datasetIdentifier	disease	authors	created	modified	curated	landingPage	accessPage	format	conformsTo	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Belarus Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/eastern_europe/blr/diags/ipums_diags_blr.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/eastern_europe/blr/	null	SPEW.IPUMS format	Belarus	4972	BY	null	BLR
Bolivia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/bol/diags/ipums_diags_bol.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/bol/	null	SPEW.IPUMS format	Bolivia	4963	BO	null	BOL
Brazil Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/bra/diags/ipums_diags_bra.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/bra/	null	SPEW.IPUMS format	Brazil	5000	BR	null	BRA
Canada Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/northern_america/can/diags/ipums_diags_can.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/northern_america/can/	null	SPEW.CANADA format	Canada	5091	CA	null	CAN
Switzerland Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/che/diags/ipums_diags_che.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/che/	null	SPEW.IPUMS format	Switzerland	5176	CH	null	CHE
Chile Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/chl/diags/ipums_diags_chl.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/chl/	null	SPEW.IPUMS format	Chile	4956	CL	null	CHL
China Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/eastern_asia/chn/diags/ipums_diags_chn.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/eastern_asia/chn/	null	SPEW.IPUMS format	China	5043	CN	null	CHN
Cameroon Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/middle_africa/cmr/diags/ipums_diags_cmr.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/middle_africa/cmr/	null	SPEW.IPUMS format	Cameroon	4990	CM	null	CMR
Colombia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/col/diags/ipums_diags_col.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/col/	null	SPEW.IPUMS format	Colombia	5076	CO	null	COL
Costa Rica Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/cri/diags/ipums_diags_cri.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/cri/	null	SPEW.IPUMS format	Costa Rica	5032	CR	null	CRI
Cuba Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/cub/diags/ipums_diags_cub.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/cub/	null	SPEW.IPUMS format	Cuba	5183	CU	null	CUB
Germany Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/deu/diags/ipums_diags_deu.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/deu/	null	SPEW.IPUMS format	Germany	5029	DE	null	DEU
Dominican Republic Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/dom/diags/ipums_diags_dom.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/dom/	null	SPEW.IPUMS format	Dominican Republic	5120	DO	null	DOM
Ecuador Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/ecu/diags/ipums_diags_ecu.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/ecu/	null	SPEW.IPUMS format	Ecuador	5088	EC	null	ECU
Egypt Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/northern_africa/egy/diags/ipums_diags_egy.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/northern_africa/egy/	null	SPEW.IPUMS format	Egypt	4992	EG	null	EGY
Spain Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/southern_europe/esp/diags/ipums_diags_esp.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/southern_europe/esp/	null	SPEW.IPUMS format	Spain	4978	ES	null	ESP
Ethiopia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/eth/diags/ipums_diags_eth.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/eth/	null	SPEW.IPUMS format	Ethiopia	5179	ET	null	ETH
Fiji Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/oceania/melanesia/fji/diags/ipums_diags_fji.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/oceania/melanesia/fji/	null	SPEW.IPUMS format	Fiji	5168	FJ	null	FJI
France Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/fra/diags/ipums_diags_fra.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/fra/	null	SPEW.IPUMS format	France	4998	FR	null	FRA
Ghana Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/gha/diags/ipums_diags_gha.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/gha/	null	SPEW.IPUMS format	Ghana	5092	GH	null	GHA
Greece Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/southern_europe/grc/diags/ipums_diags_grc.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/southern_europe/grc/	null	SPEW.IPUMS format	Greece	5090	GR	null	GRC
Haiti Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/hti/diags/ipums_diags_hti.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/hti/	null	SPEW.IPUMS format	Haiti	4989	HT	null	HTI
Hungary Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/eastern_europe/hun/diags/ipums_diags_hun.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/eastern_europe/hun/	null	SPEW.IPUMS format	Hungary	5082	HU	null	HUN
Indonesia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/south_eastern_asia/idn/diags/ipums_diags_idn.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/south_eastern_asia/idn/	null	SPEW.IPUMS format	Indonesia	4973	ID	null	IDN
India Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/southern_asia/ind/diags/ipums_diags_ind.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/southern_asia/ind/	null	SPEW.IPUMS format	India	5180	IN	null	IND
Iraq Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/western_asia/irq/diags/ipums_diags_irq.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/western_asia/irq/	null	SPEW.IPUMS format	Iraq	4994	IQ	null	IRQ
Israel Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/western_asia/isr/diags/ipums_diags_isr.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/western_asia/isr/	null	SPEW.IPUMS format	Israel	5188	IL	null	ISR
Italy Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/southern_europe/ita/diags/ipums_diags_ita.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/southern_europe/ita/	null	SPEW.IPUMS format	Italy	5195	IT	null	ITA
Jamaica Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/jam/diags/ipums_diags_jam.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/caribbean/jam/	null	SPEW.IPUMS format	Jamaica	4999	JM	null	JAM
Jordan Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/western_asia/jor/diags/ipums_diags_jor.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/western_asia/jor/	null	SPEW.IPUMS format	Jordan	4993	JO	null	JOR
Kenya Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/ken/diags/ipums_diags_ken.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/ken/	null	SPEW.IPUMS format	Kenya	5190	KE	null	KEN
Cambodia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/south_eastern_asia/khm/diags/ipums_diags_khm.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/south_eastern_asia/khm/	null	SPEW.IPUMS format	Cambodia	5140	KH	null	KHM
Liberia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/lbr/diags/ipums_diags_lbr.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/lbr/	null	SPEW.IPUMS format	Liberia	1130	LR	null	LBR
Morocco Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/northern_africa/mar/diags/ipums_diags_mar.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/northern_africa/mar/	null	SPEW.IPUMS format	Morocco	5049	MA	null	MAR
Mexico Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/mex/diags/ipums_diags_mex.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/mex/	null	SPEW.IPUMS format	Mexico	5178	MX	null	MEX
Mali Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/mli/diags/ipums_diags_mli.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/mli/	null	SPEW.IPUMS format	Mali	30	ML	null	MLI
Mongolia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/eastern_asia/mng/diags/ipums_diags_mng.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/eastern_asia/mng/	null	SPEW.IPUMS format	Mongolia	5020	MN	null	MNG
Mozambique Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/moz/diags/ipums_diags_moz.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/moz/	null	SPEW.IPUMS format	Mozambique	4953	MZ	null	MOZ
Malawi Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/mwi/diags/ipums_diags_mwi.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/eastern_africa/mwi/	null	SPEW.IPUMS format	Malawi	5139	MW	null	MWI
Malaysia Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/south_eastern_asia/mys/diags/ipums_diags_mys.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/south_eastern_asia/mys/	null	SPEW.IPUMS format	Malaysia	4967	MY	null	MYS
Nigeria Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/nga/diags/ipums_diags_nga.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/africa/western_africa/nga/	null	SPEW.IPUMS format	Nigeria	318	NG	null	NGA
Nicaragua Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/nic/diags/ipums_diags_nic.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/nic/	null	SPEW.IPUMS format	Nicaragua	5070	NI	null	NIC
Netherlands Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/nld/diags/ipums_diags_nld.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/europe/western_europe/nld/	null	SPEW.IPUMS format	Netherlands	5197	NL	null	NLD
Pakistan Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/southern_asia/pak/diags/ipums_diags_pak.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/asia/southern_asia/pak/	null	SPEW.IPUMS format	Pakistan	5085	PK	null	PAK
Panama Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/pan/diags/ipums_diags_pan.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/central_america/pan/	null	SPEW.IPUMS format	Panama	5074	PA	null	PAN
Peru Synthetic Ecosystem	null	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/per/diags/ipums_diags_per.html	http://data.olympus.psc.edu/syneco/spew_1.2.0/americas/south_america/per/	null	SPEW.IPUMS format	Peru	5141	PE	null	PER
