title	description	dataset_identifier	disease	authors	created	modified	accessed	landing_page	access_page	format	conforms_to	license	geography	apollo_location_code	iso_3166	iso_3166_1	iso_3166_1_alpha_3	apollo_enabled	on_olympus	population_required	iri
Portugal Synthetic Ecosystem	Portugal synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574081	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000104	https://zenodo.org/record/574081/files/prt.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Portugal	5053	PT	620	PRT	FALSE	TRUE	humans in region of Portugal	http://www.pitt.edu/obc/IDE_0000000853
Rhode Island Synthetic Ecosystem	"Rhode Island synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574017	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000040	https://zenodo.org/record/574017/files/44.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Rhode Island	1625	US-RI	null	null	FALSE	TRUE	humans in region of Rhode Island	http://www.pitt.edu/obc/IDE_0000001135
Romania Synthetic Ecosystem	Romania synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574083	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000106	https://zenodo.org/record/574083/files/rou.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Romania	5026	RO	642	ROU	FALSE	TRUE	humans in region of Romania	http://www.pitt.edu/obc/IDE_0000000797
Rwanda Synthetic Ecosystem	Rwanda synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574084	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000107	https://zenodo.org/record/574084/files/rwa.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Rwanda	5078	RW	646	RWA	FALSE	TRUE	humans in region of Rwanda	http://www.pitt.edu/obc/IDE_0000000927
Senegal Synthetic Ecosystem	Senegal synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574086	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000109	https://zenodo.org/record/574086/files/sen.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Senegal	5083	SN	686	SEN	FALSE	TRUE	humans in region of Senegal	http://www.pitt.edu/obc/IDE_0000000817
Slovenia Synthetic Ecosystem	Slovenia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574089	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000112	https://zenodo.org/record/574089/files/svn.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Slovenia	5084	SI	705	SVN	FALSE	TRUE	humans in region of Slovenia	http://www.pitt.edu/obc/IDE_0000000918
South Africa Synthetic Ecosystem	South Africa synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574099	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000122	https://zenodo.org/record/574099/files/zaf.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	South Africa	5087	ZA	710	ZAF	FALSE	TRUE	humans in region of South Africa	http://www.pitt.edu/obc/IDE_0000000925
South Carolina Synthetic Ecosystem	"South Carolina synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574018	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000041	https://zenodo.org/record/574018/files/45.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	South Carolina	1597	US-SC	null	null	FALSE	TRUE	humans in region of South Carolina	http://www.pitt.edu/obc/IDE_0000001134
South Dakota Synthetic Ecosystem	"South Dakota synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574019	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000042	https://zenodo.org/record/574019/files/46.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	South Dakota	1598	US-SD	null	null	FALSE	TRUE	humans in region of South Dakota	http://www.pitt.edu/obc/IDE_0000001133
South Sudan Synthetic Ecosystem	South Sudan synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574088	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000111	https://zenodo.org/record/574088/files/ssd.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	South Sudan	1365	SS	728	SSD	FALSE	TRUE	humans in region of South Sudan	http://www.pitt.edu/obc/IDE_0000000153
Spain Synthetic Ecosystem	Spain synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574049	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000072	https://zenodo.org/record/574049/files/esp.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Spain	4978	ES	724	ESP	FALSE	TRUE	humans in region of Spain	http://www.pitt.edu/obc/IDE_0000000882
Sudan (the) Synthetic Ecosystem	Sudan (the) synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574085	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000108	https://zenodo.org/record/574085/files/sdn.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Sudan (the)	1421	SD	729	SDN	FALSE	TRUE	humans in region of Sudan (the)	http://www.pitt.edu/obc/IDE_0000000946
Switzerland Synthetic Ecosystem	Switzerland synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574038	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000061	https://zenodo.org/record/574038/files/che.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Switzerland	5176	CH	756	CHE	FALSE	TRUE	humans in region of Switzerland	http://www.pitt.edu/obc/IDE_0000000808
"Tanzania, United Republic of Synthetic Ecosystem"	"Tanzania, United Republic of synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata."	https://doi.org/10.5281/zenodo.574092	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000115	https://zenodo.org/record/574092/files/tza.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	"Tanzania, United Republic of"	5114	TZ	834	TZA	FALSE	TRUE	"humans in region of Tanzania, United Republic of"	http://www.pitt.edu/obc/IDE_0000000396
Tennessee Synthetic Ecosystem	"Tennessee synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574020	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000043	https://zenodo.org/record/574020/files/47.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Tennessee	1606	US-TN	null	null	FALSE	TRUE	humans in region of Tennessee	http://www.pitt.edu/obc/IDE_0000001112
Texas Synthetic Ecosystem	"Texas synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574021	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000044	https://zenodo.org/record/574021/files/48.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Texas	1626	US-TX	null	null	FALSE	TRUE	humans in region of Texas	http://www.pitt.edu/obc/IDE_0000001125
Thailand Synthetic Ecosystem	Thailand synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574090	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000113	https://zenodo.org/record/574090/files/tha.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Thailand	4975	TH	764	THA	FALSE	TRUE	humans in region of Thailand	http://www.pitt.edu/obc/IDE_0000000841
Turkey Synthetic Ecosystem	Turkey synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574091	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000114	https://zenodo.org/record/574091/files/tur.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Turkey	5100	TR	792	TUR	FALSE	TRUE	humans in region of Turkey	http://www.pitt.edu/obc/IDE_0000000900
Uganda Synthetic Ecosystem	Uganda synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574093	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000116	https://zenodo.org/record/574093/files/uga.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Uganda	39	UG	800	UGA	FALSE	TRUE	humans in region of Uganda	http://www.pitt.edu/obc/IDE_0000000076
Ukraine Synthetic Ecosystem	Ukraine synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574094	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000117	https://zenodo.org/record/574094/files/ukr.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Ukraine	4958	UA	804	UKR	FALSE	TRUE	humans in region of Ukraine	http://www.pitt.edu/obc/IDE_0000000857
United States of America (the) Synthetic Ecosystem	United States of America (the) synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574096	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000119	https://zenodo.org/record/574096/files/northern_america.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	United States of America (the)	1216	US	840	USA	FALSE	TRUE	humans in region of United States of America (the)	http://www.pitt.edu/obc/IDE_0000000021
Uruguay Synthetic Ecosystem	Uruguay synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574095	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000118	https://zenodo.org/record/574095/files/ury.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Uruguay	5098	UY	858	URY	FALSE	TRUE	humans in region of Uruguay	http://www.pitt.edu/obc/IDE_0000000963
Utah Synthetic Ecosystem	"Utah synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574022	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000045	https://zenodo.org/record/574022/files/49.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Utah	1599	US-UT	null	null	FALSE	TRUE	humans in region of Utah	http://www.pitt.edu/obc/IDE_0000001114
Venezuela Synthetic Ecosystem	Venezuela synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574097	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000120	https://zenodo.org/record/574097/files/ven.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Venezuela	4995	VE	862	VEN	FALSE	TRUE	humans in region of Venezuela	http://www.pitt.edu/obc/IDE_0000000149
Vermont Synthetic Ecosystem	"Vermont synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574023	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000046	https://zenodo.org/record/574023/files/50.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Vermont	1600	US-VT	null	null	FALSE	TRUE	humans in region of Vermont	http://www.pitt.edu/obc/IDE_0000001111
Vietnam Synthetic Ecosystem	Vietnam synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574098	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000121	https://zenodo.org/record/574098/files/vnm.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Vietnam	5129	VN	704	VNM	FALSE	TRUE	humans in region of Vietnam	http://www.pitt.edu/obc/IDE_0000000961
Virginia Synthetic Ecosystem	"Virginia synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574024	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000047	https://zenodo.org/record/574024/files/51.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Virginia	1610	US-VA	null	null	FALSE	TRUE	humans in region of Virginia	http://www.pitt.edu/obc/IDE_0000001124
Washington Synthetic Ecosystem	"Washington synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574025	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000048	https://zenodo.org/record/574025/files/53.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Washington	1627	US-WA	null	null	FALSE	TRUE	humans in region of Washington	http://www.pitt.edu/obc/IDE_0000001100
West Virginia Synthetic Ecosystem	"West Virginia synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574026	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000049	https://zenodo.org/record/574026/files/54.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	West Virginia	1601	US-WV	null	null	FALSE	TRUE	humans in region of West Virginia	http://www.pitt.edu/obc/IDE_0000001103
Wisconsin Synthetic Ecosystem	"Wisconsin synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574027	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000050	https://zenodo.org/record/574027/files/55.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Wisconsin	1628	US-WI	null	null	FALSE	TRUE	humans in region of Wisconsin	http://www.pitt.edu/obc/IDE_0000001144
Wyoming Synthetic Ecosystem	"Wyoming synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."	https://doi.org/10.5281/zenodo.574028	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000051	https://zenodo.org/record/574028/files/56.tar.gz	null	MIDAS-ISG:spew-us-format-v1.2.0; MIDAS-ISG:spew-us-format-v1.2.0	null	Wyoming	1602	US-WY	null	null	FALSE	TRUE	humans in region of Wyoming	http://www.pitt.edu/obc/IDE_0000001091
Zambia Synthetic Ecosystem	Zambia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574100	null	Lee Richardson; Shannon Gallagher; Samuel Ventura; Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000123	https://zenodo.org/record/574100/files/zmb.tar.gz	null	SPEW.IPUMS format; SPEW.IPUMS format	null	Zambia	5066	ZM	894	ZMB	FALSE	TRUE	humans in region of Zambia	http://www.pitt.edu/obc/IDE_0000000859
