title	description	datasetIdentifier	disease	authors	created	modified	accessed	landingPage	accessPage	format	conformsTo	license	geography	apolloLocationCode	ISO_3166	ISO_3166-1	ISO_3166-1_alpha-3
Paraguay Synthetic Ecosystem	Paraguay synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574082	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000105	https://zenodo.org/record/574082/files/pry.tar.gz	null	SPEW.IPUMS format	null	Paraguay		PY	null	PRY
Romania Synthetic Ecosystem	Romania synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574083	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000106	https://zenodo.org/record/574083/files/rou.tar.gz	null	SPEW.IPUMS format	null	Romania		RO	null	ROU
Rwanda Synthetic Ecosystem	Rwanda synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574084	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000107	https://zenodo.org/record/574084/files/rwa.tar.gz	null	SPEW.IPUMS format	null	Rwanda		RW	null	RWA
Sudan (the) Synthetic Ecosystem	Sudan (the) synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574085	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000108	https://zenodo.org/record/574085/files/sdn.tar.gz	null	SPEW.IPUMS format	null	Sudan (the)		SD	null	SDN
Senegal Synthetic Ecosystem	Senegal synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574086	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000109	https://zenodo.org/record/574086/files/sen.tar.gz	null	SPEW.IPUMS format	null	Senegal		SN	null	SEN
El Salvador Synthetic Ecosystem	El Salvador synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574087	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000110	https://zenodo.org/record/574087/files/slv.tar.gz	null	SPEW.IPUMS format	null	El Salvador		SV	null	SLV
South Sudan Synthetic Ecosystem	South Sudan synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574088	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000111	https://zenodo.org/record/574088/files/ssd.tar.gz	null	SPEW.IPUMS format	null	South Sudan		SS	null	SSD
Slovenia Synthetic Ecosystem	Slovenia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574089	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000112	https://zenodo.org/record/574089/files/svn.tar.gz	null	SPEW.IPUMS format	null	Slovenia		SI	null	SVN
Thailand Synthetic Ecosystem	Thailand synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574090	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000113	https://zenodo.org/record/574090/files/tha.tar.gz	null	SPEW.IPUMS format	null	Thailand		TH	null	THA
Turkey Synthetic Ecosystem	Turkey synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574091	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000114	https://zenodo.org/record/574091/files/tur.tar.gz	null	SPEW.IPUMS format	null	Turkey		TR	null	TUR
Tanzania, United Republic of Synthetic Ecosystem	Tanzania, United Republic of synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574092	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000115	https://zenodo.org/record/574092/files/tza.tar.gz	null	SPEW.IPUMS format	null	Tanzania, United Republic of		TZ	null	TZA
Uganda Synthetic Ecosystem	Uganda synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574093	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000116	https://zenodo.org/record/574093/files/uga.tar.gz	null	SPEW.IPUMS format	null	Uganda		UG	null	UGA
Ukraine Synthetic Ecosystem	Ukraine synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574094	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000117	https://zenodo.org/record/574094/files/ukr.tar.gz	null	SPEW.IPUMS format	null	Ukraine		UA	null	UKR
Uruguay Synthetic Ecosystem	Uruguay synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574095	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000118	https://zenodo.org/record/574095/files/ury.tar.gz	null	SPEW.IPUMS format	null	Uruguay		UY	null	URY
United States of America (the) Synthetic Ecosystem	United States of America (the) synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574096	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000119	https://zenodo.org/record/574096/files/northern_america.tar.gz	null	SPEW.IPUMS format	null	United States of America (the)		US	null	USA
Venezuela Synthetic Ecosystem	Venezuela synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574097	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000120	https://zenodo.org/record/574097/files/ven.tar.gz	null	SPEW.IPUMS format	null	Venezuela		VE	null	VEN
Vietnam Synthetic Ecosystem	Vietnam synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574098	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000121	https://zenodo.org/record/574098/files/vnm.tar.gz	null	SPEW.IPUMS format	null	Vietnam		VN	null	VNM
South Africa Synthetic Ecosystem	South Africa synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574099	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000122	https://zenodo.org/record/574099/files/zaf.tar.gz	null	SPEW.IPUMS format	null	South Africa		ZA	null	ZAF
Zambia Synthetic Ecosystem	Zambia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.	https://doi.org/10.5281/zenodo.574100	null	Lee Richardson, Shannon Gallagher, Samuel Ventura, Bill Eddy	2016-11-05	null	null	http://w3id.org/spew/0000123	https://zenodo.org/record/574100/files/zmb.tar.gz	null	SPEW.IPUMS format	null	Zambia		ZM	null	ZMB
